order_ref,order_date,customer_id,origin_name,origin_city,origin_country,dest_city,dest_country,units,weight_kg,mode,product_category,order_value,returned
SO-00317,2025-12-31,C-WAR-006,Rotterdam DC,Rotterdam,NL,Warsaw,PL,8,32.43,road,audio,636.65,0
SO-00430,2025-12-31,C-SEO-027,Shenzhen DC,Shenzhen,CN,Seoul,KR,5,11.95,sea,storage,622.3,0
SO-00771,2025-12-31,C-NEW-039,Memphis DC,Memphis,US,New York City,US,7,22.13,road,wearables,595.81,0
SO-00917,2025-12-31,C-LOS-018,Memphis DC,Memphis,US,Los Angeles,US,3,12.58,road,audio,708.08,0
SO-01225,2025-12-31,C-NAI-016,Dubai DC,Dubai,AE,Nairobi,KE,10,20.75,air,storage,617.63,0
SO-01241,2025-12-31,C-LAG-008,Dubai DC,Dubai,AE,Lagos,NG,4,13.62,air,audio,550.08,0
SO-00117,2026-01-01,C-BER-009,Rotterdam DC,Rotterdam,NL,Berlin,DE,6,20.84,road,cables,791.34,0
SO-00216,2026-01-01,C-MAD-038,Rotterdam DC,Rotterdam,NL,Madrid,ES,16,29.72,road,chargers,638.89,0
SO-00327,2026-01-01,C-STO-031,Rotterdam DC,Rotterdam,NL,Stockholm,SE,6,14.06,road,storage,441.94,0
SO-00457,2026-01-01,C-SEO-006,Shenzhen DC,Shenzhen,CN,Seoul,KR,6,16.09,sea,cables,1267.48,0
SO-00510,2026-01-01,C-SIN-008,Shenzhen DC,Shenzhen,CN,Singapore,SG,6,20.75,sea,storage,876.72,0
SO-00625,2026-01-01,C-MUM-005,Shenzhen DC,Shenzhen,CN,Mumbai,IN,16,24.75,sea,wearables,215.54,0
SO-00798,2026-01-01,C-NEW-004,Memphis DC,Memphis,US,New York City,US,6,15.89,road,cables,659.54,0
SO-00834,2026-01-01,C-CHI-039,Memphis DC,Memphis,US,Chicago,US,2,8.91,road,wearables,442.12,0
SO-01213,2026-01-01,C-NAI-022,Dubai DC,Dubai,AE,Nairobi,KE,15,24.12,air,storage,432.49,1
SO-00671,2026-01-02,C-SYD-015,Rotterdam DC,Rotterdam,NL,Sydney,AU,5,9.52,air,cables,978.86,0
SO-00883,2026-01-02,C-LOS-014,Memphis DC,Memphis,US,Los Angeles,US,8,17.84,road,chargers,889.33,0
SO-01035,2026-01-02,C-SAO-007,Memphis DC,Memphis,US,Sao Paulo,BR,7,17.22,sea,wearables,698.91,0
SO-01187,2026-01-02,C-CAI-006,Dubai DC,Dubai,AE,Cairo,EG,14,22.44,sea,cables,644.55,1
SO-01214,2026-01-02,C-NAI-025,Dubai DC,Dubai,AE,Nairobi,KE,4,11.71,air,cases,479.83,0
SO-00102,2026-01-04,C-BER-016,Rotterdam DC,Rotterdam,NL,Berlin,DE,21,32.47,road,storage,523.37,0
SO-00296,2026-01-04,C-WAR-032,Rotterdam DC,Rotterdam,NL,Warsaw,PL,6,16.82,road,audio,312.95,0
SO-00438,2026-01-04,C-SEO-003,Shenzhen DC,Shenzhen,CN,Seoul,KR,11,26.54,sea,cables,1407.4,0
SO-00734,2026-01-04,C-NEW-009,Memphis DC,Memphis,US,New York City,US,11,18.05,road,storage,537.47,0
SO-00757,2026-01-04,C-NEW-007,Memphis DC,Memphis,US,New York City,US,5,14.53,road,chargers,567.59,0
SO-01115,2026-01-04,C-BUE-003,Memphis DC,Memphis,US,Buenos Aires,AR,21,31.86,sea,storage,472.51,0
SO-00183,2026-01-05,C-PAR-012,Rotterdam DC,Rotterdam,NL,Paris,FR,7,11.36,road,chargers,399.77,0
SO-00188,2026-01-05,C-PAR-006,Rotterdam DC,Rotterdam,NL,Paris,FR,4,15.0,road,chargers,790.51,1
SO-00346,2026-01-05,C-STO-005,Rotterdam DC,Rotterdam,NL,Stockholm,SE,4,11.81,road,chargers,737.3,0
SO-00548,2026-01-05,C-BAN-012,Shenzhen DC,Shenzhen,CN,Bangkok,TH,5,12.58,sea,cables,873.38,1
SO-00622,2026-01-05,C-MUM-018,Shenzhen DC,Shenzhen,CN,Mumbai,IN,6,17.56,sea,storage,295.43,0
SO-00730,2026-01-05,C-NEW-004,Memphis DC,Memphis,US,New York City,US,11,21.3,road,wearables,388.88,0
SO-01202,2026-01-05,C-NAI-008,Dubai DC,Dubai,AE,Nairobi,KE,23,35.89,air,audio,376.32,0
SO-00200,2026-01-06,C-PAR-033,Rotterdam DC,Rotterdam,NL,Paris,FR,8,15.39,road,wearables,1030.82,0
SO-00254,2026-01-06,C-MIL-026,Rotterdam DC,Rotterdam,NL,Milan,IT,14,21.43,road,chargers,757.08,0
SO-00368,2026-01-06,C-DUB-005,Rotterdam DC,Rotterdam,NL,Dublin,IE,2,5.92,air,storage,401.59,0
SO-00557,2026-01-07,C-BAN-022,Shenzhen DC,Shenzhen,CN,Bangkok,TH,11,25.08,sea,cables,745.03,0
SO-00616,2026-01-07,C-MAN-021,Shenzhen DC,Shenzhen,CN,Manila,PH,4,14.53,sea,wearables,772.28,0
SO-00941,2026-01-07,C-TOR-028,Memphis DC,Memphis,US,Toronto,CA,4,14.97,road,cables,750.74,0
SO-00274,2026-01-08,C-MIL-009,Rotterdam DC,Rotterdam,NL,Milan,IT,2,9.48,road,cables,700.29,0
SO-00977,2026-01-08,C-TOR-022,Memphis DC,Memphis,US,Toronto,CA,7,19.27,road,cases,969.42,0
SO-01018,2026-01-08,C-MEX-037,Memphis DC,Memphis,US,Mexico City,MX,11,31.38,road,storage,760.35,0
SO-00436,2026-01-09,C-SEO-011,Shenzhen DC,Shenzhen,CN,Seoul,KR,2,6.1,sea,chargers,914.54,0
SO-00897,2026-01-09,C-LOS-017,Memphis DC,Memphis,US,Los Angeles,US,4,15.83,road,cables,414.65,0
SO-01189,2026-01-09,C-CAI-016,Dubai DC,Dubai,AE,Cairo,EG,5,16.09,sea,cases,693.65,0
SO-01222,2026-01-09,C-NAI-019,Dubai DC,Dubai,AE,Nairobi,KE,6,21.4,air,cables,690.85,0
SO-00958,2026-01-10,C-TOR-023,Memphis DC,Memphis,US,Toronto,CA,6,15.63,road,wearables,716.72,0
SO-01043,2026-01-10,C-SAO-020,Memphis DC,Memphis,US,Sao Paulo,BR,12,27.09,sea,wearables,634.62,1
SO-01114,2026-01-10,C-BUE-016,Memphis DC,Memphis,US,Buenos Aires,AR,7,22.85,sea,audio,508.5,0
SO-00665,2026-01-11,C-SYD-001,Rotterdam DC,Rotterdam,NL,Sydney,AU,5,10.65,air,cases,642.18,0
SO-00679,2026-01-11,C-SYD-002,Rotterdam DC,Rotterdam,NL,Sydney,AU,8,17.71,air,chargers,865.18,0
SO-01132,2026-01-11,C-RIY-033,Dubai DC,Dubai,AE,Riyadh,SA,4,16.21,road,audio,940.04,0
SO-00028,2026-01-13,C-LON-002,Rotterdam DC,Rotterdam,NL,London,GB,12,20.17,road,wearables,691.08,0
SO-00048,2026-01-13,C-LON-018,Rotterdam DC,Rotterdam,NL,London,GB,7,20.91,road,cables,798.55,0
SO-00246,2026-01-13,C-MAD-021,Rotterdam DC,Rotterdam,NL,Madrid,ES,7,15.53,road,wearables,864.2,0
SO-00278,2026-01-13,C-MIL-022,Rotterdam DC,Rotterdam,NL,Milan,IT,8,21.46,road,storage,468.85,0
SO-00541,2026-01-13,C-BAN-036,Shenzhen DC,Shenzhen,CN,Bangkok,TH,7,16.62,sea,audio,845.95,0
SO-00649,2026-01-13,C-MUM-009,Shenzhen DC,Shenzhen,CN,Mumbai,IN,5,17.91,sea,chargers,721.99,0
SO-00713,2026-01-13,C-AUC-014,Rotterdam DC,Rotterdam,NL,Auckland,NZ,3,8.42,air,cables,1325.22,0
SO-00715,2026-01-13,C-AUC-013,Rotterdam DC,Rotterdam,NL,Auckland,NZ,3,9.14,air,cables,989.32,0
SO-01302,2026-01-13,C-KAR-020,Dubai DC,Dubai,AE,Karachi,PK,6,23.27,sea,cases,524.18,0
SO-00241,2026-01-14,C-MAD-038,Rotterdam DC,Rotterdam,NL,Madrid,ES,5,11.79,road,wearables,1072.2,0
SO-00487,2026-01-14,C-SIN-007,Shenzhen DC,Shenzhen,CN,Singapore,SG,5,18.4,sea,wearables,411.03,0
SO-00659,2026-01-14,C-MUM-022,Shenzhen DC,Shenzhen,CN,Mumbai,IN,8,31.23,sea,audio,519.64,0
SO-00910,2026-01-14,C-LOS-026,Memphis DC,Memphis,US,Los Angeles,US,6,24.79,road,cables,1035.98,0
SO-01156,2026-01-14,C-RIY-023,Dubai DC,Dubai,AE,Riyadh,SA,5,18.54,road,cases,544.53,0
SO-00193,2026-01-15,C-PAR-018,Rotterdam DC,Rotterdam,NL,Paris,FR,6,21.27,road,chargers,679.12,0
SO-00664,2026-01-15,C-SYD-018,Rotterdam DC,Rotterdam,NL,Sydney,AU,7,18.99,air,chargers,1155.23,0
SO-01021,2026-01-15,C-MEX-027,Memphis DC,Memphis,US,Mexico City,MX,18,26.08,road,wearables,621.25,0
SO-01058,2026-01-15,C-BOG-002,Memphis DC,Memphis,US,Bogota,CO,9,21.01,air,audio,384.27,0
SO-00447,2026-01-16,C-SEO-028,Shenzhen DC,Shenzhen,CN,Seoul,KR,3,6.13,sea,cables,926.63,0
SO-00655,2026-01-16,C-MUM-010,Shenzhen DC,Shenzhen,CN,Mumbai,IN,11,21.35,sea,chargers,521.73,0
SO-00736,2026-01-16,C-NEW-003,Memphis DC,Memphis,US,New York City,US,12,18.03,road,chargers,917.62,0
SO-00859,2026-01-16,C-CHI-008,Memphis DC,Memphis,US,Chicago,US,4,12.67,road,cases,733.75,0
SO-00966,2026-01-16,C-TOR-026,Memphis DC,Memphis,US,Toronto,CA,9,19.07,road,storage,698.35,0
SO-01261,2026-01-16,C-JOH-039,Dubai DC,Dubai,AE,Johannesburg,ZA,9,30.58,sea,audio,782.67,0
SO-00556,2026-01-17,C-BAN-029,Shenzhen DC,Shenzhen,CN,Bangkok,TH,5,13.69,sea,storage,1055.83,0
SO-00597,2026-01-17,C-MAN-021,Shenzhen DC,Shenzhen,CN,Manila,PH,6,22.82,sea,wearables,652.22,0
SO-00668,2026-01-17,C-SYD-034,Rotterdam DC,Rotterdam,NL,Sydney,AU,9,14.56,air,wearables,929.04,0
SO-01235,2026-01-17,C-LAG-031,Dubai DC,Dubai,AE,Lagos,NG,11,32.32,air,wearables,571.39,0
SO-00674,2026-01-18,C-SYD-027,Rotterdam DC,Rotterdam,NL,Sydney,AU,5,9.56,air,storage,992.1,0
SO-00701,2026-01-18,C-AUC-032,Rotterdam DC,Rotterdam,NL,Auckland,NZ,3,10.78,air,cables,909.42,0
SO-00054,2026-01-19,C-LON-014,Rotterdam DC,Rotterdam,NL,London,GB,11,29.46,road,audio,965.91,0
SO-00820,2026-01-19,C-CHI-021,Memphis DC,Memphis,US,Chicago,US,9,19.44,road,wearables,433.0,0
SO-01176,2026-01-19,C-CAI-023,Dubai DC,Dubai,AE,Cairo,EG,8,23.82,sea,cables,658.55,0
SO-01219,2026-01-19,C-NAI-007,Dubai DC,Dubai,AE,Nairobi,KE,4,15.04,air,cases,517.5,0
SO-00115,2026-01-20,C-BER-031,Rotterdam DC,Rotterdam,NL,Berlin,DE,9,26.03,road,storage,1003.77,0
SO-00973,2026-01-20,C-TOR-019,Memphis DC,Memphis,US,Toronto,CA,6,22.04,road,cables,753.73,0
SO-01004,2026-01-20,C-MEX-022,Memphis DC,Memphis,US,Mexico City,MX,11,26.83,road,chargers,646.2,0
SO-01232,2026-01-20,C-LAG-033,Dubai DC,Dubai,AE,Lagos,NG,13,19.91,air,cases,407.32,1
SO-00925,2026-01-21,C-LOS-005,Memphis DC,Memphis,US,Los Angeles,US,3,7.3,road,audio,540.11,0
SO-01013,2026-01-21,C-MEX-024,Memphis DC,Memphis,US,Mexico City,MX,3,11.02,road,chargers,657.45,0
SO-00146,2026-01-23,C-PAR-001,Rotterdam DC,Rotterdam,NL,Paris,FR,7,14.18,road,chargers,780.98,0
SO-01008,2026-01-23,C-MEX-013,Memphis DC,Memphis,US,Mexico City,MX,11,26.62,road,audio,785.67,0
SO-00211,2026-01-24,C-MAD-016,Rotterdam DC,Rotterdam,NL,Madrid,ES,10,25.23,road,wearables,875.15,0
SO-00232,2026-01-24,C-MAD-027,Rotterdam DC,Rotterdam,NL,Madrid,ES,6,17.76,road,chargers,348.45,0
SO-00494,2026-01-25,C-SIN-015,Shenzhen DC,Shenzhen,CN,Singapore,SG,5,15.9,sea,storage,1028.79,0
SO-00528,2026-01-25,C-BAN-036,Shenzhen DC,Shenzhen,CN,Bangkok,TH,3,11.28,sea,audio,798.23,0
SO-00542,2026-01-25,C-BAN-017,Shenzhen DC,Shenzhen,CN,Bangkok,TH,6,21.93,sea,storage,593.15,0
SO-00904,2026-01-25,C-LOS-034,Memphis DC,Memphis,US,Los Angeles,US,5,16.98,road,wearables,624.25,1
SO-01112,2026-01-25,C-BUE-015,Memphis DC,Memphis,US,Buenos Aires,AR,8,14.89,sea,audio,345.37,0
SO-01208,2026-01-25,C-NAI-026,Dubai DC,Dubai,AE,Nairobi,KE,6,15.07,air,audio,524.4,0
SO-00421,2026-01-26,C-TOK-035,Shenzhen DC,Shenzhen,CN,Tokyo,JP,4,8.91,sea,storage,887.77,0
SO-00551,2026-01-26,C-BAN-003,Shenzhen DC,Shenzhen,CN,Bangkok,TH,5,19.07,sea,audio,541.2,0
SO-00900,2026-01-26,C-LOS-004,Memphis DC,Memphis,US,Los Angeles,US,7,17.96,road,cases,883.24,0
SO-01030,2026-01-26,C-SAO-013,Memphis DC,Memphis,US,Sao Paulo,BR,10,25.47,sea,cases,674.09,0
SO-00112,2026-01-27,C-BER-031,Rotterdam DC,Rotterdam,NL,Berlin,DE,13,25.85,road,storage,552.56,1
SO-00231,2026-01-27,C-MAD-014,Rotterdam DC,Rotterdam,NL,Madrid,ES,12,26.64,road,wearables,348.48,0
SO-00242,2026-01-27,C-MAD-007,Rotterdam DC,Rotterdam,NL,Madrid,ES,20,42.81,road,wearables,1035.54,0
SO-00348,2026-01-27,C-DUB-006,Rotterdam DC,Rotterdam,NL,Dublin,IE,5,7.04,air,cables,235.54,0
SO-00388,2026-01-27,C-TOK-009,Shenzhen DC,Shenzhen,CN,Tokyo,JP,2,7.15,sea,cases,645.56,0
SO-00415,2026-01-27,C-TOK-025,Shenzhen DC,Shenzhen,CN,Tokyo,JP,4,13.95,sea,wearables,929.28,0
SO-00576,2026-01-27,C-JAK-020,Shenzhen DC,Shenzhen,CN,Jakarta,ID,5,18.74,sea,storage,784.9,0
SO-00837,2026-01-27,C-CHI-015,Memphis DC,Memphis,US,Chicago,US,8,24.8,road,cables,935.65,0
SO-01207,2026-01-27,C-NAI-022,Dubai DC,Dubai,AE,Nairobi,KE,5,20.32,air,audio,554.87,0
SO-00030,2026-01-28,C-LON-039,Rotterdam DC,Rotterdam,NL,London,GB,8,16.19,road,audio,402.35,0
SO-00416,2026-01-28,C-TOK-021,Shenzhen DC,Shenzhen,CN,Tokyo,JP,12,25.28,sea,wearables,815.71,0
SO-00703,2026-01-29,C-AUC-028,Rotterdam DC,Rotterdam,NL,Auckland,NZ,6,12.35,air,storage,1394.7,0
SO-00969,2026-01-29,C-TOR-016,Memphis DC,Memphis,US,Toronto,CA,4,13.19,road,audio,788.8,0
SO-00543,2026-01-30,C-BAN-024,Shenzhen DC,Shenzhen,CN,Bangkok,TH,6,9.2,sea,cases,683.71,0
SO-00578,2026-01-30,C-JAK-029,Shenzhen DC,Shenzhen,CN,Jakarta,ID,7,24.36,sea,storage,778.25,0
SO-00710,2026-01-30,C-AUC-008,Rotterdam DC,Rotterdam,NL,Auckland,NZ,6,15.67,air,wearables,1098.17,0
SO-00932,2026-01-30,C-LOS-029,Memphis DC,Memphis,US,Los Angeles,US,16,26.9,road,chargers,459.14,0
SO-01036,2026-01-30,C-SAO-039,Memphis DC,Memphis,US,Sao Paulo,BR,9,18.29,sea,cables,612.88,1
SO-01177,2026-01-30,C-CAI-020,Dubai DC,Dubai,AE,Cairo,EG,3,12.3,sea,chargers,551.59,0
SO-01201,2026-01-30,C-NAI-035,Dubai DC,Dubai,AE,Nairobi,KE,11,26.35,air,cables,188.6,0
SO-00485,2026-01-31,C-SIN-012,Shenzhen DC,Shenzhen,CN,Singapore,SG,6,21.35,sea,chargers,642.14,0
SO-01042,2026-01-31,C-SAO-009,Memphis DC,Memphis,US,Sao Paulo,BR,8,18.58,sea,cases,786.0,0
SO-01077,2026-01-31,C-BOG-011,Memphis DC,Memphis,US,Bogota,CO,10,30.05,air,cables,611.71,0
SO-01130,2026-01-31,C-RIY-016,Dubai DC,Dubai,AE,Riyadh,SA,8,30.38,road,cables,580.25,0
SO-01229,2026-01-31,C-LAG-018,Dubai DC,Dubai,AE,Lagos,NG,10,32.55,air,cables,656.42,0
SO-01303,2026-01-31,C-KAR-032,Dubai DC,Dubai,AE,Karachi,PK,12,22.9,sea,chargers,602.03,0
SO-00269,2026-02-01,C-MIL-034,Rotterdam DC,Rotterdam,NL,Milan,IT,8,18.01,road,wearables,862.74,0
SO-00276,2026-02-01,C-MIL-026,Rotterdam DC,Rotterdam,NL,Milan,IT,7,22.4,road,cables,625.75,0
SO-00376,2026-02-01,C-TOK-034,Shenzhen DC,Shenzhen,CN,Tokyo,JP,11,23.12,sea,chargers,705.21,0
SO-00378,2026-02-01,C-TOK-029,Shenzhen DC,Shenzhen,CN,Tokyo,JP,14,23.12,sea,wearables,691.03,1
SO-01239,2026-02-01,C-LAG-038,Dubai DC,Dubai,AE,Lagos,NG,16,22.99,air,chargers,497.72,0
SO-00194,2026-02-02,C-PAR-016,Rotterdam DC,Rotterdam,NL,Paris,FR,10,24.67,road,audio,867.45,0
SO-00312,2026-02-02,C-WAR-015,Rotterdam DC,Rotterdam,NL,Warsaw,PL,10,20.95,road,wearables,740.48,0
SO-00579,2026-02-02,C-JAK-027,Shenzhen DC,Shenzhen,CN,Jakarta,ID,9,21.22,sea,cases,1000.64,0
SO-00704,2026-02-02,C-AUC-022,Rotterdam DC,Rotterdam,NL,Auckland,NZ,6,20.66,air,audio,756.17,0
SO-00919,2026-02-02,C-LOS-012,Memphis DC,Memphis,US,Los Angeles,US,8,14.29,road,wearables,1002.31,1
SO-01048,2026-02-02,C-SAO-034,Memphis DC,Memphis,US,Sao Paulo,BR,7,26.03,sea,cases,605.22,0
SO-00721,2026-02-03,C-NEW-021,Memphis DC,Memphis,US,New York City,US,10,17.32,road,chargers,406.95,0
SO-01045,2026-02-03,C-SAO-022,Memphis DC,Memphis,US,Sao Paulo,BR,13,34.22,sea,cases,759.59,0
SO-01072,2026-02-03,C-BOG-025,Memphis DC,Memphis,US,Bogota,CO,10,34.36,air,cables,518.4,0
SO-00511,2026-02-04,C-SIN-013,Shenzhen DC,Shenzhen,CN,Singapore,SG,8,24.22,sea,wearables,570.67,1
SO-00534,2026-02-04,C-BAN-027,Shenzhen DC,Shenzhen,CN,Bangkok,TH,11,23.16,sea,audio,956.23,0
SO-00944,2026-02-04,C-TOR-036,Memphis DC,Memphis,US,Toronto,CA,7,16.14,road,wearables,871.14,0
SO-01180,2026-02-04,C-CAI-028,Dubai DC,Dubai,AE,Cairo,EG,6,21.54,sea,storage,335.08,0
SO-00234,2026-02-05,C-MAD-034,Rotterdam DC,Rotterdam,NL,Madrid,ES,13,43.77,road,audio,638.8,0
SO-00360,2026-02-05,C-DUB-038,Rotterdam DC,Rotterdam,NL,Dublin,IE,6,10.22,air,wearables,381.31,0
SO-00398,2026-02-06,C-TOK-021,Shenzhen DC,Shenzhen,CN,Tokyo,JP,10,19.59,sea,cases,542.43,1
SO-00770,2026-02-06,C-NEW-009,Memphis DC,Memphis,US,New York City,US,9,17.99,road,wearables,712.93,0
SO-00224,2026-02-08,C-MAD-035,Rotterdam DC,Rotterdam,NL,Madrid,ES,4,13.03,road,cables,826.99,0
SO-00273,2026-02-08,C-MIL-005,Rotterdam DC,Rotterdam,NL,Milan,IT,19,27.04,road,cases,789.99,0
SO-00297,2026-02-08,C-WAR-008,Rotterdam DC,Rotterdam,NL,Warsaw,PL,6,23.75,road,cables,694.28,1
SO-00383,2026-02-08,C-TOK-020,Shenzhen DC,Shenzhen,CN,Tokyo,JP,2,5.63,sea,audio,369.41,0
SO-00609,2026-02-08,C-MAN-039,Shenzhen DC,Shenzhen,CN,Manila,PH,5,19.55,sea,chargers,407.52,0
SO-00815,2026-02-08,C-CHI-031,Memphis DC,Memphis,US,Chicago,US,8,24.05,road,wearables,624.15,0
SO-01010,2026-02-08,C-MEX-032,Memphis DC,Memphis,US,Mexico City,MX,6,20.9,road,audio,605.55,0
SO-01161,2026-02-08,C-RIY-028,Dubai DC,Dubai,AE,Riyadh,SA,11,22.95,road,cables,248.48,0
SO-00500,2026-02-09,C-SIN-033,Shenzhen DC,Shenzhen,CN,Singapore,SG,12,19.53,sea,audio,1038.12,0
SO-00503,2026-02-09,C-SIN-031,Shenzhen DC,Shenzhen,CN,Singapore,SG,10,16.55,sea,audio,1224.24,0
SO-00775,2026-02-09,C-NEW-003,Memphis DC,Memphis,US,New York City,US,8,25.3,road,cases,819.44,0
SO-00299,2026-02-10,C-WAR-039,Rotterdam DC,Rotterdam,NL,Warsaw,PL,14,30.07,road,storage,994.76,0
SO-00387,2026-02-10,C-TOK-029,Shenzhen DC,Shenzhen,CN,Tokyo,JP,7,20.07,sea,cases,721.19,0
SO-00662,2026-02-11,C-SYD-031,Rotterdam DC,Rotterdam,NL,Sydney,AU,7,14.54,air,cables,709.72,0
SO-00826,2026-02-11,C-CHI-039,Memphis DC,Memphis,US,Chicago,US,8,21.88,road,audio,670.12,0
SO-00923,2026-02-11,C-LOS-037,Memphis DC,Memphis,US,Los Angeles,US,11,22.08,road,storage,935.61,0
SO-00464,2026-02-12,C-SEO-030,Shenzhen DC,Shenzhen,CN,Seoul,KR,1,0.5,sea,wearables,694.61,0
SO-00617,2026-02-12,C-MAN-019,Shenzhen DC,Shenzhen,CN,Manila,PH,3,11.28,sea,audio,304.56,1
SO-00752,2026-02-12,C-NEW-002,Memphis DC,Memphis,US,New York City,US,6,24.41,road,storage,998.4,0
SO-00776,2026-02-12,C-NEW-031,Memphis DC,Memphis,US,New York City,US,9,13.74,road,cases,318.53,0
SO-00818,2026-02-12,C-CHI-033,Memphis DC,Memphis,US,Chicago,US,8,27.72,road,storage,524.17,0
SO-00008,2026-02-13,C-LON-033,Rotterdam DC,Rotterdam,NL,London,GB,5,11.37,road,cases,775.58,0
SO-00065,2026-02-13,C-LON-002,Rotterdam DC,Rotterdam,NL,London,GB,5,16.39,road,chargers,488.96,0
SO-00286,2026-02-13,C-MIL-032,Rotterdam DC,Rotterdam,NL,Milan,IT,6,25.09,road,cables,824.41,0
SO-00330,2026-02-13,C-STO-024,Rotterdam DC,Rotterdam,NL,Stockholm,SE,6,17.34,road,cables,951.01,0
SO-00523,2026-02-13,C-SIN-015,Shenzhen DC,Shenzhen,CN,Singapore,SG,5,17.63,sea,storage,735.61,0
SO-00868,2026-02-13,C-CHI-031,Memphis DC,Memphis,US,Chicago,US,10,17.44,road,cases,750.98,0
SO-00998,2026-02-13,C-MEX-009,Memphis DC,Memphis,US,Mexico City,MX,6,20.38,road,wearables,923.88,0
SO-00088,2026-02-14,C-BER-001,Rotterdam DC,Rotterdam,NL,Berlin,DE,7,23.23,road,audio,622.44,0
SO-00772,2026-02-14,C-NEW-005,Memphis DC,Memphis,US,New York City,US,6,19.3,road,wearables,799.32,0
SO-00964,2026-02-14,C-TOR-031,Memphis DC,Memphis,US,Toronto,CA,6,21.48,road,storage,769.7,0
SO-00984,2026-02-14,C-MEX-031,Memphis DC,Memphis,US,Mexico City,MX,1,3.11,road,audio,638.46,0
SO-00058,2026-02-15,C-LON-002,Rotterdam DC,Rotterdam,NL,London,GB,14,34.36,road,cases,826.96,0
SO-00118,2026-02-15,C-BER-023,Rotterdam DC,Rotterdam,NL,Berlin,DE,9,31.26,road,audio,981.88,0
SO-00472,2026-02-15,C-SEO-036,Shenzhen DC,Shenzhen,CN,Seoul,KR,8,22.01,sea,audio,665.8,0
SO-00599,2026-02-15,C-MAN-022,Shenzhen DC,Shenzhen,CN,Manila,PH,7,22.45,sea,cables,778.11,0
SO-00690,2026-02-15,C-SYD-001,Rotterdam DC,Rotterdam,NL,Sydney,AU,7,16.1,air,cases,938.43,0
SO-00743,2026-02-15,C-NEW-025,Memphis DC,Memphis,US,New York City,US,7,18.67,road,audio,763.92,0
SO-00304,2026-02-16,C-WAR-025,Rotterdam DC,Rotterdam,NL,Warsaw,PL,9,23.57,road,cases,520.52,0
SO-00336,2026-02-16,C-STO-011,Rotterdam DC,Rotterdam,NL,Stockholm,SE,5,11.29,road,storage,548.35,1
SO-00864,2026-02-16,C-CHI-023,Memphis DC,Memphis,US,Chicago,US,4,16.81,road,storage,1052.51,1
SO-00871,2026-02-16,C-CHI-006,Memphis DC,Memphis,US,Chicago,US,8,31.05,road,audio,532.56,0
SO-00989,2026-02-16,C-MEX-017,Memphis DC,Memphis,US,Mexico City,MX,6,10.65,road,cases,931.14,0
SO-00152,2026-02-17,C-PAR-030,Rotterdam DC,Rotterdam,NL,Paris,FR,4,14.27,road,chargers,1256.56,0
SO-00517,2026-02-17,C-SIN-012,Shenzhen DC,Shenzhen,CN,Singapore,SG,11,25.86,sea,audio,798.46,0
SO-00583,2026-02-17,C-JAK-034,Shenzhen DC,Shenzhen,CN,Jakarta,ID,6,17.49,sea,wearables,454.55,0
SO-01016,2026-02-17,C-MEX-013,Memphis DC,Memphis,US,Mexico City,MX,13,20.17,road,cables,259.24,0
SO-01121,2026-02-17,C-BUE-026,Memphis DC,Memphis,US,Buenos Aires,AR,10,34.85,sea,audio,562.21,1
SO-01159,2026-02-17,C-RIY-015,Dubai DC,Dubai,AE,Riyadh,SA,9,30.41,road,chargers,537.01,0
SO-00104,2026-02-18,C-BER-022,Rotterdam DC,Rotterdam,NL,Berlin,DE,8,29.73,road,cables,922.06,0
SO-00142,2026-02-19,C-PAR-037,Rotterdam DC,Rotterdam,NL,Paris,FR,4,14.16,road,wearables,498.83,0
SO-00147,2026-02-19,C-PAR-032,Rotterdam DC,Rotterdam,NL,Paris,FR,5,19.81,road,audio,999.79,1
SO-00606,2026-02-19,C-MAN-032,Shenzhen DC,Shenzhen,CN,Manila,PH,8,22.87,sea,chargers,552.62,0
SO-00145,2026-02-20,C-PAR-039,Rotterdam DC,Rotterdam,NL,Paris,FR,6,16.7,road,audio,942.2,0
SO-00749,2026-02-20,C-NEW-001,Memphis DC,Memphis,US,New York City,US,4,11.42,road,storage,872.4,0
SO-00773,2026-02-20,C-NEW-022,Memphis DC,Memphis,US,New York City,US,4,11.96,road,storage,617.19,0
SO-00170,2026-02-21,C-PAR-034,Rotterdam DC,Rotterdam,NL,Paris,FR,9,22.29,road,storage,806.91,0
SO-00810,2026-02-21,C-CHI-001,Memphis DC,Memphis,US,Chicago,US,5,18.09,road,cables,698.65,0
SO-01184,2026-02-21,C-CAI-001,Dubai DC,Dubai,AE,Cairo,EG,13,23.14,sea,audio,441.49,0
SO-01262,2026-02-21,C-JOH-028,Dubai DC,Dubai,AE,Johannesburg,ZA,9,32.04,sea,audio,287.26,0
SO-00499,2026-02-22,C-SIN-030,Shenzhen DC,Shenzhen,CN,Singapore,SG,6,10.13,sea,cases,818.03,0
SO-00570,2026-02-22,C-JAK-010,Shenzhen DC,Shenzhen,CN,Jakarta,ID,7,16.53,sea,audio,747.35,0
SO-00761,2026-02-23,C-NEW-032,Memphis DC,Memphis,US,New York City,US,4,15.89,road,audio,567.68,0
SO-00833,2026-02-23,C-CHI-025,Memphis DC,Memphis,US,Chicago,US,13,31.83,road,storage,740.2,0
SO-01170,2026-02-23,C-CAI-001,Dubai DC,Dubai,AE,Cairo,EG,4,14.68,sea,audio,499.67,0
